country,points,price
Portugal,94,50.0
US,94,50.0
US,94,115.0
US,94,54.0
US,94,100.0
France,93,45.0
US,93,48.0
US,93,39.0
Spain,93,110.0
Spain,93,258.0
Italy,93,48.0
Portugal,93,40.0
Portugal,93,
Spain,93,60.0
US,93,44.0
France,93,
France,93,84.0
France,93,130.0
Italy,93,65.0
Portugal,93,
US,88,18.0
US,88,22.0
US,88,17.0
US,88,16.0
US,88,25.0
US,88,25.0
US,88,50.0
US,88,55.0
Chile,88,15.0
US,88,22.0
US,88,25.0
US,88,28.0
US,88,25.0
Uruguay,88,16.0
US,88,45.0
US,88,16.0
Portugal,88,18.0
France,88,11.0
France,88,
US,88,17.0
Italy,88,
US,92,50.0
US,92,70.0
US,92,15.0
US,92,92.0
US,92,48.0
US,92,60.0
Greece,92,59.0
France,92,45.0
France,92,35.0
US,92,58.0
US,92,54.0
US,92,20.0
US,92,55.0
Austria,92,55.0
US,92,45.0
US,92,49.0
Austria,92,24.0
US,92,75.0
US,92,32.0
Chile,92,90.0
Chile,92,40.0
France,92,
Austria,92,36.0
South Africa,92,38.0
South Africa,92,36.0
France,92,40.0
US,93,40.0
France,93,40.0
France,93,35.0
US,93,90.0
US,93,89.0
US,93,75.0
US,93,60.0
US,93,55.0
US,93,48.0
France,93,80.0
US,93,28.0
US,93,45.0
France,93,85.0
Italy,93,180.0
France,93,55.0
US,93,150.0
Portugal,92,26.0
US,92,60.0
US,92,50.0
US,92,60.0
US,92,45.0
US,92,95.0
US,92,750.0
US,92,50.0
Germany,92,42.0
Chile,92,30.0
US,92,95.0
US,92,175.0
US,92,26.0
Chile,92,23.0
US,92,130.0
France,92,33.0
US,92,78.0
US,92,70.0
US,92,125.0
France,92,55.0
US,92,44.0
US,92,65.0
US,92,45.0
US,92,65.0
US,92,65.0
US,92,65.0
US,92,64.0
US,92,90.0
US,91,100.0
US,91,30.0
Chile,87,15.0
Italy,87,
Italy,87,18.0
Italy,87,24.0
Italy,87,
Italy,86,15.0
US,86,14.0
US,86,19.0
US,86,38.0
Italy,86,15.0
Italy,86,14.0
France,86,11.0
France,86,15.0
Italy,86,13.0
US,86,20.0
Italy,86,12.0
Italy,86,16.0
Italy,86,12.0
US,86,15.0
US,86,40.0
Chile,86,10.0
US,86,10.0
US,86,16.0
Italy,86,10.0
Italy,86,9.0
Italy,86,10.0
Italy,86,13.0
France,86,11.0
Chile,86,12.0
Chile,86,17.0
Chile,86,12.0
US,86,38.0
Italy,86,14.0
Canada,86,23.0
Italy,86,13.0
Chile,86,12.0
Australia,86,9.0
US,86,45.0
Italy,86,20.0
US,86,16.0
US,86,18.0
US,86,35.0
US,86,20.0
Italy,86,15.0
US,86,10.0
Chile,86,10.0
Italy,86,10.0
Italy,86,15.0
Italy,86,25.0
France,86,12.0
France,86,20.0
US,86,18.0
US,86,25.0
South Africa,85,13.0
US,85,24.0
US,85,15.0
US,85,9.0
US,85,30.0
France,85,15.0
US,85,20.0
Italy,83,9.0
Spain,83,
Chile,83,16.0
Portugal,83,20.0
US,83,14.0
Chile,82,17.0
US,82,20.0
Chile,82,12.0
Italy,82,16.0
France,82,28.0
US,82,15.0
Spain,82,9.0
Italy,82,
Spain,82,11.0
Italy,82,
US,82,10.0
US,82,18.0
US,82,25.0
Chile,82,7.0
Chile,82,6.0
US,82,12.0
Chile,82,16.0
France,82,10.0
Chile,82,14.0
US,82,24.0
Italy,82,
Italy,82,14.0
US,89,20.0
Italy,89,20.0
US,89,60.0
France,89,30.0
Argentina,89,45.0
US,89,32.0
Slovenia,89,44.0
Slovenia,89,44.0
Australia,89,
US,89,36.0
US,89,14.0
US,89,17.0
US,88,30.0
Portugal,88,
France,88,26.0
US,88,50.0
US,88,18.0
France,88,
Italy,88,17.0
Argentina,88,13.0
Italy,88,50.0
Australia,88,14.0
US,88,65.0
France,88,
Italy,88,55.0
US,88,25.0
Portugal,88,15.0
Portugal,88,23.0
Italy,88,40.0
US,88,50.0
US,90,28.0
US,90,90.0
US,90,37.0
US,90,42.0
US,90,55.0
France,90,98.0
US,90,75.0
US,90,22.0
Italy,90,60.0
US,90,18.0
Argentina,90,19.0
US,90,75.0
US,90,125.0
US,90,35.0
Italy,90,30.0
France,90,57.0
France,90,
Italy,90,
Italy,90,52.0
Italy,90,110.0
France,90,
France,90,50.0
US,90,50.0
Argentina,88,52.0
Italy,88,
Italy,88,20.0
US,88,54.0
US,88,45.0
US,88,18.0
Italy,88,35.0
Argentina,88,15.0
US,88,46.0
US,88,13.0
US,88,13.0
Italy,88,
France,88,27.0
France,88,10.0
US,88,13.0
France,88,56.0
France,88,
Italy,88,
Italy,88,21.0
Portugal,88,30.0
France,88,
Argentina,88,40.0
US,88,18.0
Portugal,88,
US,88,65.0
US,90,25.0
Chile,90,40.0
Italy,90,49.0
Italy,90,60.0
Italy,90,
US,90,25.0
US,90,14.0
US,90,54.0
Australia,90,22.0
US,90,23.0
US,90,23.0
France,90,20.0
US,90,50.0
Italy,90,25.0
Italy,90,55.0
Italy,90,50.0
Austria,90,34.0
Australia,90,34.0
US,90,40.0
US,90,58.0
France,90,22.0
Chile,90,92.0
Chile,90,15.0
US,90,28.0
US,90,45.0
US,90,21.0
US,90,20.0
Australia,90,20.0
US,90,46.0
Chile,90,30.0
Italy,89,17.0
Italy,89,58.0
Spain,89,10.0
US,89,77.0
Italy,88,15.0
US,88,54.0
US,88,28.0
US,88,12.0
US,88,60.0
Spain,88,16.0
Italy,88,15.0
Italy,88,27.0
Italy,88,90.0
Italy,88,50.0
Italy,88,15.0
US,88,25.0
Italy,88,13.0
US,88,30.0
US,88,20.0
US,88,55.0
US,88,55.0
Italy,88,40.0
Italy,88,23.0
Italy,88,70.0
Spain,88,20.0
Spain,88,20.0
US,88,55.0
Italy,88,25.0
Italy,88,30.0
Italy,88,40.0
Italy,87,14.0
Italy,87,78.0
Chile,87,11.0
US,87,50.0
US,87,25.0
US,87,20.0
US,87,40.0
US,87,25.0
Austria,87,
Austria,87,
Austria,87,
Spain,87,16.0
US,87,30.0
Spain,87,9.0
US,87,38.0
US,87,25.0
US,87,85.0
US,87,52.0
Italy,87,
Italy,87,
Italy,87,15.0
Chile,87,15.0
US,87,22.0
US,87,20.0
US,87,45.0
Italy,87,15.0
US,87,21.0
US,87,18.0
US,87,27.0
US,87,15.0
Chile,84,8.0
Germany,84,5.0
US,84,15.0
US,84,15.0
South Africa,84,11.0
US,84,15.0
US,84,25.0
Greece,84,12.0
US,84,20.0
US,84,25.0
Chile,84,12.0
US,84,20.0
Greece,84,25.0
Chile,84,13.0
South Africa,84,10.0
Italy,84,12.0
South Africa,84,10.0
US,84,19.0
US,84,20.0
US,84,40.0
US,84,34.0
US,84,42.0
US,84,40.0
South Africa,84,11.0
US,88,25.0
New Zealand,87,27.0
Italy,87,15.0
Italy,87,15.0
Italy,87,12.0
Italy,87,12.0
Argentina,87,19.0
New Zealand,87,18.0
US,87,17.0
US,87,60.0
Italy,87,17.0
US,87,25.0
Italy,87,14.0
Italy,87,12.0
Italy,87,19.0
US,87,21.0
US,87,24.0
Italy,87,15.0
Italy,87,20.0
France,87,
France,87,
US,87,19.0
Portugal,87,12.0
US,87,26.0
Italy,87,19.0
Argentina,87,20.0
Argentina,87,11.0
Italy,87,17.0
Italy,87,15.0
Italy,87,
US,87,48.0
US,87,34.0
US,87,13.0
US,87,27.0
Italy,87,17.0
Italy,87,15.0
Italy,87,19.0
France,87,
Italy,87,52.0
Italy,87,24.0
Portugal,87,12.0
US,87,18.0
US,87,19.0
Italy,87,21.0
US,87,65.0
Chile,87,10.0
Italy,87,21.0
Italy,87,10.0
Israel,87,
France,87,29.0
US,87,16.0
US,87,13.0
US,87,13.0
US,87,25.0
New Zealand,87,30.0
Spain,87,20.0
US,87,25.0
Italy,87,16.0
Italy,87,19.0
Portugal,88,
France,88,28.0
Portugal,88,16.0
Germany,88,15.0
Italy,88,30.0
US,88,13.0
Italy,88,23.0
Italy,88,19.0
US,88,28.0
US,88,14.0
US,88,55.0
Italy,88,45.0
Italy,88,22.0
Spain,88,13.0
US,88,
Italy,88,22.0
Italy,88,22.0
Italy,88,35.0
US,88,25.0
Italy,88,25.0
Germany,88,34.0
Italy,88,17.0
Spain,88,24.0
US,88,30.0
Italy,88,25.0
Portugal,88,20.0
Portugal,88,11.0
Portugal,88,19.0
US,87,18.0
US,87,12.0
Argentina,87,24.0
US,87,8.0
US,87,24.0
South Africa,87,10.0
Italy,87,40.0
Argentina,87,20.0
France,87,
US,87,35.0
Italy,87,16.0
Italy,87,13.0
US,87,24.0
France,87,13.0
US,87,45.0
Austria,87,19.0
Chile,87,18.0
South Africa,87,20.0
US,87,38.0
US,87,30.0
US,87,20.0
Argentina,87,16.0
South Africa,87,17.0
France,87,
US,87,39.0
US,87,27.0
South Africa,87,21.0
South Africa,87,15.0
Chile,87,10.0
US,87,14.0
US,87,34.0
US,87,11.0
France,87,19.0
France,87,20.0
France,87,16.0
US,87,26.0
US,87,26.0
Italy,87,40.0
France,87,20.0
Italy,87,39.0
France,87,20.0
US,87,13.0
US,87,26.0
France,87,55.0
Italy,87,40.0
France,87,17.0
France,87,21.0
US,87,20.0
France,87,20.0
France,87,35.0
Italy,87,40.0
US,87,18.0
Argentina,87,15.0
US,87,18.0
France,87,13.0
US,87,36.0
France,87,16.0
Italy,87,35.0
US,90,16.0
US,90,35.0
Chile,90,80.0
Italy,90,23.0
US,90,32.0
Italy,90,18.0
New Zealand,90,40.0
US,90,48.0
France,90,25.0
France,90,25.0
France,90,21.0
France,90,29.0
US,90,36.0
France,90,35.0
US,90,53.0
US,90,27.0
France,90,25.0
France,90,19.0
US,90,11.0
US,90,15.0
Chile,90,38.0
Chile,90,30.0
France,90,74.0
Spain,90,43.0
US,90,35.0
New Zealand,90,29.0
Italy,90,18.0
US,90,12.0
Italy,90,30.0
US,90,18.0
South Africa,91,114.0
Spain,91,115.0
South Africa,91,30.0
Italy,91,60.0
Italy,91,65.0
US,91,30.0
Argentina,91,23.0
Italy,91,
Italy,91,55.0
France,91,30.0
France,91,25.0
Italy,91,44.0
Italy,91,75.0
Spain,91,90.0
Italy,90,55.0
Italy,90,70.0
US,90,25.0
Spain,90,16.0
Italy,90,
Italy,90,55.0
Italy,90,40.0
Italy,90,48.0
Spain,90,32.0
US,90,11.0
US,90,90.0
Italy,90,60.0
Italy,90,56.0
US,90,30.0
US,90,48.0
US,90,38.0
Germany,88,22.0
US,88,80.0
Chile,88,18.0
Spain,88,24.0
France,88,45.0
US,88,22.0
US,88,16.0
US,88,17.0
US,88,28.0
US,88,25.0
US,88,18.0
Italy,88,22.0
Italy,88,25.0
US,88,38.0
US,88,30.0
Portugal,88,18.0
Australia,88,35.0
US,88,27.0
Italy,88,20.0
Italy,88,15.0
US,88,30.0
Italy,88,32.0
Italy,88,17.0
Italy,88,15.0
Italy,88,29.0
Italy,88,20.0
Italy,88,21.0
Portugal,88,
Italy,88,24.0
Spain,88,40.0
Spain,87,14.0
US,87,22.0
US,87,32.0
France,87,95.0
Spain,87,15.0
Portugal,87,7.0
France,87,20.0
Spain,87,15.0
Spain,87,22.0
France,87,49.0
Spain,87,10.0
Italy,87,43.0
Italy,87,38.0
US,87,23.0
France,87,54.0
US,87,20.0
US,87,34.0
Austria,87,20.0
US,87,18.0
Portugal,87,21.0
France,87,20.0
France,87,12.0
US,87,75.0
US,87,26.0
France,87,40.0
Italy,87,27.0
Italy,87,19.0
France,87,
France,87,21.0
France,87,11.0
US,87,20.0
US,87,55.0
Portugal,87,9.0
Italy,87,18.0
Uruguay,87,45.0
Italy,87,19.0
Chile,87,13.0
Chile,87,11.0
Italy,87,17.0
Italy,87,17.0
Italy,87,25.0
Germany,87,19.0
US,87,32.0
Germany,87,20.0
US,87,26.0
Portugal,87,
US,87,70.0
Portugal,87,15.0
Portugal,87,13.0
US,87,30.0
US,87,24.0
US,87,22.0
Italy,87,14.0
Chile,87,13.0
US,87,65.0
Germany,87,13.0
Italy,87,43.0
Italy,86,13.0
US,86,18.0
US,86,16.0
US,86,29.0
US,86,45.0
Australia,86,9.0
Spain,86,57.0
France,86,10.0
Germany,86,12.0
France,86,26.0
Romania,86,9.0
Romania,86,9.0
Romania,86,7.0
Chile,86,
France,86,19.0
US,86,30.0
Italy,86,25.0
US,86,36.0
US,85,10.0
Spain,85,10.0
US,85,23.0
France,85,
Spain,85,10.0
France,85,
France,85,14.0
Romania,85,7.0
Chile,85,12.0
Spain,85,10.0
Italy,85,20.0
Spain,85,11.0
Spain,90,36.0
Italy,90,50.0
US,90,45.0
Austria,90,34.0
Italy,90,60.0
France,90,20.0
France,90,19.0
France,90,15.0
France,90,
US,90,44.0
France,90,25.0
France,90,12.0
Italy,90,50.0
Austria,89,20.0
Austria,89,17.0
France,89,25.0
US,89,65.0
Italy,89,40.0
US,89,28.0
US,89,23.0
Spain,89,27.0
Spain,89,40.0
US,89,30.0
Italy,89,50.0
US,89,25.0
South Africa,89,35.0
US,89,35.0
US,96,56.0
Italy,96,400.0
US,96,200.0
Italy,95,60.0
Italy,95,
US,95,27.0
Portugal,95,467.0
France,95,195.0
US,94,50.0
Portugal,94,49.0
US,94,36.0
Portugal,94,62.0
US,94,75.0
US,94,60.0
France,94,190.0
Portugal,94,94.0
US,94,27.0
South Africa,94,93.0
US,94,47.0
France,94,95.0
US,94,32.0
US,94,29.0
France,93,169.0
France,93,115.0
US,93,35.0
US,93,58.0
France,92,21.0
US,92,50.0
US,92,27.0
US,92,170.0
US,92,24.0
US,92,38.0
US,92,26.0
Canada,92,25.0
US,92,42.0
US,92,50.0
US,92,24.0
Chile,92,26.0
Austria,92,39.0
US,92,35.0
US,92,35.0
Austria,92,60.0
Canada,92,32.0
Chile,92,75.0
Austria,92,29.0
US,92,45.0
France,92,17.0
New Zealand,92,25.0
New Zealand,92,50.0
Canada,92,32.0
France,92,55.0
US,92,55.0
US,92,20.0
US,92,50.0
France,92,84.0
Austria,92,35.0
France,86,13.0
Italy,86,65.0
Bulgaria,86,9.0
France,86,19.0
France,86,19.0
US,86,18.0
Italy,86,23.0
Argentina,86,15.0
Spain,86,13.0
US,86,14.0
US,86,18.0
US,86,22.0
France,86,13.0
France,86,19.0
Israel,86,25.0
France,86,21.0
France,86,
France,86,20.0
Spain,86,18.0
Argentina,86,15.0
US,86,18.0
US,86,
US,86,36.0
US,86,23.0
Italy,86,40.0
US,86,25.0
Argentina,86,15.0
France,86,13.0
France,86,14.0
Italy,86,22.0
US,84,11.0
US,84,36.0
US,84,18.0
US,84,25.0
Portugal,84,
Italy,84,
Argentina,84,17.0
Italy,84,
New Zealand,84,10.0
Portugal,84,12.0
US,84,18.0
Argentina,84,15.0
France,84,
US,84,15.0
US,84,9.0
US,84,9.0
US,84,26.0
US,84,15.0
US,84,25.0
US,84,10.0
US,84,10.0
US,84,48.0
US,84,18.0
Argentina,84,14.0
Argentina,84,15.0
Argentina,84,10.0
Chile,86,
Australia,86,8.0
US,86,12.0
US,86,12.0
Portugal,86,9.0
Chile,86,15.0
US,86,16.0
Australia,86,24.0
Portugal,86,13.0
France,86,14.0
Portugal,86,20.0
Brazil,86,23.0
Portugal,86,25.0
France,86,20.0
France,86,22.0
France,86,24.0
US,86,25.0
France,86,17.0
France,86,16.0
France,86,16.0
Portugal,86,10.0
US,86,18.0
US,86,14.0
US,86,23.0
France,86,13.0
US,86,22.0
US,86,12.0
Portugal,86,15.0
Portugal,86,13.0
US,86,10.0
France,93,
France,93,
Italy,93,80.0
US,93,38.0
US,93,14.0
France,93,110.0
Portugal,93,72.0
US,93,35.0
US,93,45.0
US,93,39.0
Italy,93,
Italy,93,72.0
France,93,
France,93,
France,93,
France,93,105.0
Italy,93,60.0
Italy,93,
Spain,93,150.0
US,93,60.0
Italy,93,90.0
US,93,75.0
Italy,93,65.0
Portugal,93,
Chile,87,12.0
Greece,87,35.0
US,87,14.0
US,87,45.0
US,87,27.0
South Africa,87,35.0
US,87,40.0
US,87,16.0
Italy,87,
Italy,87,
US,87,20.0
Chile,87,19.0
US,87,
New Zealand,87,15.0
Chile,87,15.0
Chile,87,13.0
South Africa,87,40.0
South Africa,87,18.0
US,87,20.0
Chile,87,16.0
Italy,87,
Germany,87,19.0
New Zealand,87,14.0
Italy,87,
US,87,25.0
US,87,12.0
US,87,24.0
Italy,89,210.0
France,89,16.0
Spain,89,19.0
Italy,89,55.0
US,89,38.0
Austria,89,24.0
US,89,28.0
US,89,22.0
US,89,29.0
Austria,89,18.0
Italy,89,38.0
Spain,89,18.0
Austria,89,13.0
France,89,17.0
Spain,89,25.0
US,89,14.0
Austria,89,20.0
US,89,15.0
Austria,89,18.0
US,89,30.0
Austria,89,
US,89,39.0
US,89,32.0
US,89,24.0
US,89,45.0
Italy,89,20.0
France,89,18.0
France,89,23.0
US,89,34.0
France,89,20.0
US,92,25.0
US,92,40.0
US,92,
US,92,32.0
Australia,92,33.0
US,92,85.0
US,92,32.0
Germany,92,82.0
US,92,36.0
US,92,38.0
Germany,92,60.0
Germany,92,40.0
US,92,60.0
Spain,92,28.0
Germany,92,45.0
US,92,75.0
France,92,30.0
US,92,60.0
Portugal,92,24.0
US,92,75.0
Portugal,92,25.0
US,92,50.0
US,92,45.0
US,92,49.0
Chile,92,35.0
Spain,92,68.0
US,92,75.0
Portugal,92,40.0
US,92,40.0
US,92,75.0
US,95,85.0
France,95,208.0
Italy,95,50.0
US,95,48.0
France,95,93.0
France,95,135.0
US,95,82.0
France,95,200.0
US,95,80.0
France,95,168.0
US,95,60.0
France,95,307.0
France,95,80.0
US,94,50.0
US,94,100.0
US,94,115.0
US,94,50.0
France,94,125.0
US,94,42.0
US,94,95.0
France,94,45.0
US,94,68.0
US,94,90.0
US,94,56.0
US,94,60.0
US,94,70.0
US,94,35.0
Italy,94,88.0
US,94,39.0
France,94,117.0
US,92,38.0
US,92,60.0
US,92,30.0
Italy,92,28.0
France,92,95.0
US,92,40.0
US,92,50.0
US,92,26.0
Spain,92,70.0
Chile,92,25.0
Italy,92,75.0
Italy,92,18.0
US,92,29.0
France,92,32.0
France,92,40.0
US,92,84.0
France,92,38.0
France,92,20.0
France,92,38.0
Spain,92,30.0
Spain,92,16.0
US,92,65.0
US,92,49.0
US,92,32.0
US,92,40.0
France,92,69.0
France,92,36.0
Italy,92,70.0
US,92,42.0
US,92,35.0
US,88,26.0
US,88,29.0
Spain,88,18.0
Spain,88,38.0
Italy,88,60.0
US,88,25.0
Italy,88,74.0
Portugal,88,11.0
US,88,60.0
US,88,30.0
US,88,35.0
US,88,24.0
US,88,18.0
Italy,88,55.0
US,87,32.0
US,87,52.0
Spain,87,12.0
US,87,22.0
US,87,30.0
US,87,25.0
Portugal,87,7.0
Portugal,87,9.0
US,87,24.0
Italy,87,75.0
Italy,91,15.0
Portugal,91,
Italy,91,24.0
Italy,91,
US,91,45.0
Spain,91,29.0
France,91,
France,91,30.0
France,91,20.0
Italy,91,12.0
US,91,38.0
US,91,100.0
Spain,91,24.0
France,91,
US,91,24.0
US,91,32.0
US,91,52.0
US,91,75.0
US,91,28.0
New Zealand,91,60.0
US,91,42.0
France,91,85.0
France,91,45.0
Portugal,91,
US,91,33.0
Italy,91,29.0
France,91,20.0
France,91,60.0
France,91,60.0
Italy,91,30.0
US,87,65.0
France,87,14.0
France,87,18.0
France,87,
Portugal,87,14.0
US,87,12.0
Portugal,87,8.0
Italy,86,29.0
Chile,86,12.0
Chile,86,10.0
Chile,86,14.0
US,86,18.0
US,86,15.0
US,86,52.0
Italy,86,12.0
US,86,20.0
US,86,20.0
Italy,86,25.0
Portugal,86,12.0
Portugal,86,7.0
Portugal,86,7.0
US,86,17.0
US,86,20.0
US,86,15.0
US,86,17.0
US,86,24.0
US,86,135.0
US,86,14.0
US,86,14.0
US,88,28.0
US,88,30.0
Germany,88,23.0
New Zealand,88,20.0
US,88,14.0
France,88,13.0
Austria,88,28.0
Germany,88,49.0
US,88,52.0
Germany,88,22.0
US,88,15.0
US,88,36.0
South Africa,88,11.0
US,88,60.0
Chile,88,22.0
US,88,150.0
Italy,88,34.0
US,88,54.0
Italy,88,35.0
France,87,17.0
Australia,87,25.0
South Africa,87,30.0
Italy,87,21.0
New Zealand,87,28.0
Italy,87,55.0
Italy,87,12.0
Italy,87,
Italy,87,
Italy,87,12.0
France,87,
US,89,24.0
Italy,89,20.0
US,89,22.0
US,89,30.0
Italy,89,18.0
Italy,89,20.0
Chile,89,15.0
France,89,18.0
France,89,16.0
Chile,89,20.0
Chile,89,20.0
Chile,89,24.0
US,89,29.0
US,89,34.0
France,89,22.0
US,89,17.0
US,89,17.0
Chile,89,32.0
US,89,23.0
Italy,89,20.0
France,89,30.0
Austria,89,22.0
Italy,89,19.0
Italy,89,35.0
Chile,89,90.0
France,89,23.0
France,89,15.0
Spain,89,59.0
US,89,46.0
France,89,21.0
Italy,88,26.0
Austria,88,
US,88,28.0
US,88,17.0
US,88,48.0
US,88,25.0
US,88,48.0
US,88,12.0
Austria,88,18.0
Austria,88,18.0
Italy,88,38.0
France,88,115.0
US,88,52.0
Italy,88,16.0
Italy,88,22.0
New Zealand,88,15.0
New Zealand,88,12.0
US,88,44.0
US,88,28.0
France,88,20.0
US,88,18.0
US,88,45.0
US,88,79.0
US,88,15.0
US,88,26.0
US,88,55.0
Italy,88,
Spain,88,25.0
US,88,28.0
US,88,30.0
US,89,24.0
US,89,11.0
Spain,89,80.0
US,89,35.0
US,89,38.0
US,89,18.0
US,89,39.0
US,89,60.0
US,89,36.0
France,89,15.0
US,89,36.0
France,89,48.0
US,89,35.0
US,89,25.0
Spain,89,22.0
US,89,23.0
Italy,89,14.0
Italy,89,18.0
France,89,60.0
Italy,89,65.0
Chile,89,25.0
France,89,
France,89,45.0
US,89,15.0
US,89,65.0
US,89,25.0
US,89,38.0
US,89,25.0
Spain,89,15.0
US,89,30.0
US,87,15.0
Italy,87,36.0
US,87,35.0
France,87,12.0
US,87,30.0
Spain,87,14.0
Spain,87,40.0
Italy,86,25.0
Israel,86,28.0
Spain,86,15.0
US,86,16.0
Turkey,86,120.0
US,86,20.0
US,86,13.0
Italy,86,9.0
Italy,86,50.0
US,86,15.0
Spain,86,13.0
France,86,23.0
France,86,
US,86,18.0
US,86,24.0
France,86,30.0
US,86,18.0
France,86,29.0
US,86,17.0
Italy,86,12.0
US,86,20.0
France,86,20.0
France,86,24.0
France,95,135.0
US,95,95.0
US,95,135.0
US,95,115.0
US,95,79.0
US,94,125.0
France,94,175.0
Portugal,94,55.0
US,94,40.0
Portugal,94,46.0
US,94,44.0
US,94,70.0
US,94,46.0
Italy,94,50.0
France,94,222.0
US,94,90.0
US,94,45.0
US,94,120.0
US,94,48.0
France,94,171.0
US,94,24.0
France,94,44.0
Italy,94,35.0
US,88,25.0
Georgia,88,16.0
Portugal,88,17.0
Portugal,88,17.0
Italy,88,50.0
France,88,59.0
US,88,60.0
US,88,55.0
Portugal,88,
Romania,88,12.0
Portugal,88,
Portugal,88,14.0
Italy,88,16.0
Chile,88,20.0
Italy,88,22.0
Portugal,88,
US,88,25.0
France,88,
Italy,88,40.0
US,88,150.0
France,88,29.0
France,88,
Romania,88,9.0
US,88,23.0
US,88,35.0
US,88,60.0
Italy,88,
US,88,23.0
Italy,88,27.0
US,88,25.0
France,90,20.0
France,90,20.0
France,90,30.0
France,90,40.0
France,90,20.0
France,90,20.0
France,90,22.0
US,90,29.0
US,90,42.0
France,90,69.0
France,90,39.0
France,90,60.0
US,90,28.0
US,90,22.0
Italy,90,40.0
Italy,90,45.0
France,90,56.0
Italy,90,29.0
France,90,99.0
US,90,65.0
US,90,35.0
France,90,21.0
Austria,90,25.0
US,90,20.0
France,90,40.0
US,90,25.0
France,90,19.0
Italy,90,24.0
France,90,50.0
France,90,54.0
Spain,83,15.0
Italy,83,16.0
Italy,83,
US,83,25.0
Spain,83,11.0
US,83,52.0
US,83,42.0
US,83,18.0
Spain,83,11.0
Italy,83,
Australia,83,14.0
Australia,83,12.0
US,82,20.0
US,82,35.0
Spain,82,18.0
US,82,10.0
Spain,82,13.0
Spain,82,21.0
Spain,82,21.0
US,82,30.0
US,82,13.0
US,82,34.0
US,82,9.0
Italy,82,12.0
US,82,18.0
US,82,8.0
US,82,24.0
US,82,20.0
US,82,38.0
US,82,18.0
Italy,88,25.0
France,88,21.0
Lebanon,88,15.0
Lebanon,88,15.0
US,88,32.0
US,88,30.0
US,88,20.0
Italy,88,72.0
US,88,27.0
Italy,88,18.0
Canada,88,32.0
US,88,30.0
US,88,19.0
France,88,38.0
Slovenia,88,22.0
US,88,30.0
US,88,20.0
France,88,25.0
France,88,
France,88,30.0
US,88,37.0
Slovenia,88,20.0
France,88,25.0
US,88,12.0
US,88,24.0
US,88,18.0
Canada,88,40.0
France,88,40.0
France,88,
France,88,40.0
US,88,150.0
France,88,29.0
US,88,35.0
US,88,60.0
Italy,88,
US,88,23.0
US,88,25.0
France,88,
France,87,15.0
Croatia,87,16.0
US,87,25.0
Portugal,87,13.0
France,87,
US,87,24.0
US,87,30.0
Portugal,87,12.0
Portugal,87,15.0
Chile,87,25.0
US,87,38.0
US,87,42.0
US,87,25.0
Italy,87,
Italy,87,
Georgia,87,30.0
US,87,37.0
Slovenia,87,30.0
France,87,
US,87,24.0
Chile,87,16.0
US,87,16.0
South Africa,90,65.0
US,90,42.0
US,90,42.0
France,90,
US,90,45.0
US,90,24.0
Germany,89,22.0
Argentina,89,79.0
Italy,89,24.0
Argentina,89,15.0
US,89,50.0
US,89,50.0
US,89,18.0
Austria,89,44.0
Argentina,89,80.0
Argentina,89,20.0
Germany,89,
Germany,89,19.0
France,89,24.0
US,88,25.0
Italy,88,47.0
US,88,15.0
France,88,
France,88,
France,88,46.0
France,88,25.0
Greece,88,45.0
Greece,88,45.0
Spain,88,36.0
Italy,88,30.0
US,88,12.0
US,88,60.0
France,88,30.0
Spain,88,34.0
US,87,18.0
France,87,52.0
Israel,87,35.0
Italy,87,
US,87,34.0
France,87,35.0
Portugal,90,35.0
Italy,90,35.0
Italy,90,
Italy,90,30.0
Portugal,90,
Italy,90,29.0
Italy,90,25.0
France,90,24.0
France,90,30.0
France,90,42.0
France,90,24.0
France,90,80.0
Australia,90,17.0
Spain,90,35.0
Portugal,90,
US,90,44.0
Australia,90,40.0
Portugal,90,
Italy,90,30.0
US,90,24.0
Italy,90,25.0
Italy,90,22.0
Italy,90,30.0
Italy,90,40.0
US,90,24.0
Australia,90,22.0
Chile,90,30.0
Portugal,90,18.0
US,91,40.0
US,91,25.0
US,91,58.0
France,91,28.0
France,91,27.0
US,91,28.0
Chile,91,70.0
Chile,91,28.0
US,91,25.0
US,91,45.0
France,91,
Austria,91,20.0
US,91,52.0
South Africa,90,23.0
France,90,17.0
US,90,22.0
US,90,44.0
US,90,24.0
France,90,28.0
Italy,90,35.0
US,90,24.0
Austria,90,65.0
US,90,55.0
US,90,20.0
US,90,28.0
US,90,65.0
Chile,90,18.0
US,90,30.0
Austria,90,
US,90,15.0
Italy,88,26.0
Germany,88,14.0
US,88,40.0
France,88,15.0
France,88,
Greece,88,12.0
South Africa,88,25.0
US,88,40.0
US,88,30.0
Austria,88,23.0
Austria,88,13.0
US,87,50.0
New Zealand,87,15.0
France,87,
Italy,87,14.0
Italy,87,16.0
US,87,22.0
Argentina,87,65.0
Argentina,87,14.0
France,87,12.0
Spain,87,19.0
US,87,36.0
US,87,39.0
New Zealand,87,20.0
Turkey,87,29.0
US,87,30.0
US,87,15.0
Italy,87,17.0
Argentina,87,10.0
South Africa,87,19.0
Spain,87,12.0
France,87,20.0
Argentina,87,65.0
France,87,17.0
France,87,30.0
US,87,60.0
US,87,56.0
Italy,87,18.0
South Africa,87,12.0
US,87,20.0
France,87,17.0
