country,points,price,province
Spain,91,15.0,Northern Spain
US,90,35.0,California
US,90,17.0,Washington
Austria,90,,Burgenland
Italy,90,18.0,Central Italy
US,90,28.0,Washington
Austria,90,40.0,Vienna
US,90,22.0,California
US,90,45.0,Washington
France,90,14.0,Alsace
US,90,48.0,California
South Africa,90,72.0,Western Cape
US,90,30.0,New York
Greece,90,40.0,Nemea
South Africa,90,28.0,Stellenbosch
US,90,34.0,California
Austria,90,,Carnuntum
US,90,25.0,California
US,90,35.0,California
US,90,16.0,Washington
US,90,25.0,Washington
US,90,25.0,New York
France,90,20.0,Provence
France,90,,Provence
Chile,90,50.0,Maule Valley
France,90,22.0,Alsace
France,90,28.0,Alsace
France,90,27.0,Alsace
US,90,45.0,California
US,90,24.0,Washington
US,90,42.0,Washington
Italy,87,22.0,Veneto
France,87,40.0,Champagne
US,87,16.0,Oregon
US,87,25.0,California
US,87,22.0,Oregon
Germany,87,14.0,Rheingau
Italy,87,15.0,Veneto
US,87,13.0,Washington
France,87,15.0,Loire Valley
France,87,18.0,Loire Valley
US,87,20.0,Washington
US,87,36.0,Washington
US,87,10.0,Washington
France,87,15.0,Loire Valley
Italy,87,17.0,Veneto
US,87,19.0,California
Italy,87,19.0,Veneto
Italy,87,20.0,Veneto
US,87,19.0,California
Italy,87,16.0,Veneto
New Zealand,87,15.0,Martinborough
Canada,87,16.0,Ontario
Italy,87,15.0,Veneto
Italy,87,14.0,Veneto
US,87,55.0,Oregon
New Zealand,87,14.0,Marlborough
Argentina,87,20.0,Mendoza Province
Canada,87,33.0,British Columbia
Spain,87,75.0,Northern Spain
France,87,45.0,Champagne
France,84,10.0,France Other
France,84,25.0,Burgundy
France,84,10.0,France Other
Portugal,84,8.0,Vinho Verde
US,84,34.0,Texas
US,84,20.0,California
Turkey,84,24.0,Thrace
US,84,21.0,Oregon
Argentina,84,19.0,Mendoza Province
US,84,21.0,Texas
US,84,25.0,Texas
France,84,27.0,Burgundy
US,84,8.0,California
Portugal,84,12.0,Tejo
Portugal,84,15.0,Vinho Verde
Portugal,84,,Tejo
US,84,33.0,Virginia
US,84,18.0,Virginia
US,84,12.0,California
Italy,84,33.0,Piedmont
France,84,10.0,France Other
Turkey,84,20.0,Thrace
Portugal,84,7.0,Tejo
France,84,13.0,France Other
Argentina,84,14.0,Mendoza Province
Portugal,84,26.0,Port
France,84,20.0,Burgundy
France,84,28.0,Burgundy
Israel,84,22.0,Galilee
Portugal,83,9.0,Vinho Verde
Italy,90,90.0,Tuscany
US,90,50.0,Oregon
US,89,33.0,California
US,89,60.0,California
Portugal,89,12.0,Vinho Verde
US,89,68.0,Oregon
Portugal,89,19.0,Alentejano
Portugal,89,13.0,Lisboa
France,89,32.0,Loire Valley
US,89,38.0,California
US,89,32.0,California
Spain,89,19.0,Northern Spain
US,89,20.0,California
Australia,89,22.0,Tasmania
US,89,40.0,Oregon
Portugal,89,,Port
US,89,49.0,California
US,89,50.0,Oregon
Spain,89,15.0,Northern Spain
Italy,92,58.0,Piedmont
US,92,28.0,California
Australia,92,60.0,South Australia
Italy,92,47.0,Piedmont
US,92,40.0,California
Australia,92,30.0,South Australia
US,92,110.0,California
US,92,25.0,California
US,92,42.0,California
Spain,92,50.0,Northern Spain
US,92,42.0,California
Italy,92,55.0,Piedmont
Italy,92,,Piedmont
Italy,92,,Piedmont
US,92,56.0,California
Spain,92,28.0,Northern Spain
US,91,35.0,California
Spain,91,100.0,Northern Spain
US,91,50.0,California
Italy,91,75.0,Piedmont
France,87,32.0,Burgundy
Argentina,87,11.0,Mendoza Province
Spain,87,20.0,Galicia
Germany,87,16.0,Rheingau
France,87,18.0,Southwest France
Israel,87,45.0,Galil
Argentina,87,16.0,Mendoza Province
Spain,87,36.0,Northern Spain
Italy,87,,Piedmont
Germany,87,16.0,Mosel
Italy,87,70.0,Piedmont
Argentina,87,15.0,Mendoza Province
Germany,87,13.0,Rheinhessen
Italy,87,40.0,Piedmont
Australia,87,65.0,Tasmania
France,87,15.0,Southwest France
Germany,87,16.0,Rheinhessen
Germany,87,28.0,Mosel
Italy,87,25.0,Piedmont
Argentina,87,12.0,Mendoza Province
France,87,20.0,Burgundy
France,87,25.0,Burgundy
France,87,32.0,Burgundy
US,87,65.0,California
Spain,87,13.0,Northern Spain
Argentina,87,22.0,Mendoza Province
Australia,87,20.0,South Australia
US,87,18.0,California
Argentina,87,17.0,Mendoza Province
France,87,30.0,Champagne
France,88,30.0,Provence
France,88,26.0,Provence
France,88,18.0,Southwest France
France,88,15.0,Beaujolais
France,88,16.0,Southwest France
France,88,17.0,Southwest France
France,88,14.0,Southwest France
US,88,,Washington
US,88,25.0,Washington
France,88,12.0,Beaujolais
France,88,32.0,Alsace
France,88,24.0,Alsace
France,88,34.0,Alsace
US,88,30.0,Washington
US,88,24.0,Washington
Italy,88,38.0,Tuscany
France,88,17.0,Languedoc-Roussillon
US,88,30.0,Washington
US,88,12.0,Washington
Chile,88,19.0,Leyda Valley
US,88,12.0,New York
US,88,12.0,Washington
US,88,20.0,California
US,88,42.0,California
Portugal,88,20.0,Vinho Verde
US,88,37.0,New York
Italy,88,29.0,Tuscany
US,88,15.0,Washington
US,88,25.0,California
US,88,35.0,New York
France,95,,Bordeaux
France,95,,Bordeaux
US,95,130.0,California
France,94,,Bordeaux
France,94,,Bordeaux
France,94,,Bordeaux
US,94,100.0,California
France,94,,Bordeaux
France,94,,Bordeaux
France,94,35.0,Bordeaux
France,94,,Bordeaux
Spain,94,30.0,Northern Spain
Italy,94,65.0,Southern Italy
US,94,55.0,Washington
Argentina,94,65.0,Mendoza Province
US,94,175.0,California
US,94,80.0,California
France,94,111.0,Rhône Valley
France,94,89.0,Bordeaux
France,94,,Bordeaux
France,94,,Bordeaux
France,94,,Bordeaux
France,94,,Bordeaux
France,94,,Bordeaux
US,94,70.0,California
US,94,52.0,California
Portugal,94,80.0,Port
US,94,70.0,California
US,94,50.0,Washington
France,94,,Bordeaux
Spain,89,17.0,Northern Spain
Spain,89,11.0,Central Spain
Portugal,89,,Port
Argentina,89,50.0,Other
US,89,39.0,California
Spain,89,70.0,Northern Spain
Argentina,89,11.0,Mendoza Province
Germany,89,125.0,Ahr
France,89,14.0,Rhône Valley
France,89,19.0,Bordeaux
Portugal,89,60.0,Port
France,89,,Bordeaux
France,89,,Bordeaux
France,89,21.0,Bordeaux
France,89,,Bordeaux
France,89,,Bordeaux
France,89,13.0,Bordeaux
France,89,25.0,Bordeaux
France,89,42.0,Bordeaux
France,89,57.0,Rhône Valley
Australia,89,18.0,Western Australia
Argentina,89,68.0,Mendoza Province
Argentina,89,45.0,Mendoza Province
US,89,20.0,Washington
Germany,89,70.0,Rheingau
US,87,45.0,California
Italy,87,15.0,Northeastern Italy
Italy,87,13.0,Northeastern Italy
France,87,18.0,Loire Valley
France,87,20.0,Loire Valley
Italy,87,18.0,Northeastern Italy
France,87,16.0,Loire Valley
France,87,17.0,Loire Valley
France,87,30.0,Loire Valley
Spain,87,16.0,Catalonia
US,87,30.0,California
Italy,87,30.0,Lombardy
US,87,44.0,California
Uruguay,87,60.0,Juanico
Italy,87,13.0,Veneto
Portugal,87,9.0,Tejo
US,87,14.0,Oregon
US,87,59.0,Oregon
US,87,50.0,California
Portugal,87,14.0,Tejo
Italy,87,12.0,Northeastern Italy
Italy,87,12.0,Northeastern Italy
Italy,87,12.0,Northeastern Italy
US,87,20.0,California
Italy,87,20.0,Northeastern Italy
US,87,50.0,California
Italy,87,19.0,Southern Italy
Portugal,87,11.0,Dão
Portugal,87,8.0,Alenquer
Italy,87,20.0,Northeastern Italy
US,89,35.0,California
US,89,50.0,California
Germany,89,23.0,Mosel
Spain,89,9.0,Northern Spain
US,89,42.0,California
France,89,46.0,Provence
Spain,89,45.0,Northern Spain
US,89,58.0,California
Germany,89,23.0,Mosel
US,89,23.0,California
Chile,89,20.0,Colchagua Valley
US,89,22.0,California
Austria,89,,Steiermark
Chile,89,13.0,Elqui Valley
US,89,18.0,California
US,89,35.0,Oregon
Italy,89,35.0,Northeastern Italy
US,89,25.0,Washington
Chile,89,20.0,Aconcagua Valley
Chile,89,24.0,Colchagua Valley
US,89,30.0,Washington
Spain,89,9.0,Northern Spain
US,89,16.0,California
US,89,32.0,California
US,89,21.0,California
Italy,87,20.0,Northeastern Italy
US,87,25.0,Washington
Austria,87,18.0,Burgenland
US,86,27.0,California
US,86,55.0,California
US,86,40.0,California
US,86,44.0,California
France,86,13.0,Bordeaux
Italy,86,21.0,Northeastern Italy
New Zealand,86,12.0,South Island
France,86,23.0,Bordeaux
France,86,15.0,Bordeaux
France,86,,Bordeaux
France,86,,Bordeaux
Italy,86,,Veneto
Austria,86,19.0,Burgenland
Chile,86,9.0,Maule Valley
Austria,86,15.0,Burgenland
New Zealand,86,9.0,Marlborough
US,86,30.0,Washington
US,86,42.0,Washington
Chile,86,12.0,Casablanca Valley
Chile,86,13.0,Maule Valley
Italy,86,11.0,Southern Italy
Italy,86,16.0,Southern Italy
Australia,86,20.0,South Australia
Italy,86,17.0,Veneto
Italy,86,16.0,Veneto
Austria,86,25.0,Mittelburgenland
New Zealand,86,22.0,Marlborough
France,87,10.0,Languedoc-Roussillon
Spain,87,14.0,Northern Spain
France,87,15.0,Rhône Valley
US,87,75.0,Washington
US,87,20.0,California
US,87,24.0,California
Greece,87,17.0,Mantinia
Italy,87,78.0,Piedmont
France,87,22.0,Bordeaux
France,87,15.0,Bordeaux
France,87,20.0,Bordeaux
France,87,17.0,Bordeaux
France,87,15.0,Bordeaux
France,87,20.0,Bordeaux
France,87,16.0,Bordeaux
France,87,19.0,Bordeaux
France,87,20.0,Languedoc-Roussillon
France,87,13.0,Rhône Valley
France,87,32.0,Bordeaux
France,87,10.0,Bordeaux
France,87,19.0,Languedoc-Roussillon
US,87,15.0,New York
US,87,15.0,California
US,87,14.0,New York
US,87,39.0,Washington
US,87,25.0,Washington
US,87,18.0,Washington
France,87,20.0,Languedoc-Roussillon
Spain,86,10.0,Northern Spain
France,86,10.0,Bordeaux
US,85,45.0,California
Austria,85,,Niederösterreich
US,85,18.0,California
France,85,15.0,Alsace
Italy,85,13.0,Central Italy
US,85,23.0,Washington
Italy,85,9.0,Central Italy
Italy,85,15.0,Central Italy
Chile,85,11.0,Central Valley
France,85,,Alsace
US,85,25.0,New York
US,85,15.0,New York
US,85,13.0,New York
Italy,85,11.0,Central Italy
France,85,13.0,Alsace
France,85,18.0,Alsace
US,88,40.0,California
Argentina,88,12.0,Mendoza Province
US,88,75.0,California
US,88,35.0,California
US,88,30.0,California
Argentina,88,13.0,Mendoza Province
US,88,15.0,California
US,88,60.0,California
US,88,30.0,Washington
US,88,28.0,California
Argentina,88,12.0,Other
France,88,29.0,Burgundy
Italy,88,22.0,Veneto
Italy,88,20.0,Veneto
Australia,88,26.0,South Australia
Italy,88,20.0,Veneto
Italy,88,32.0,Veneto
France,88,20.0,Burgundy
Italy,88,55.0,Veneto
Spain,88,18.0,Northern Spain
US,88,28.0,California
US,88,28.0,California
Australia,88,18.0,Victoria
France,90,,Burgundy
US,90,25.0,Washington
Italy,90,50.0,Veneto
US,90,30.0,Washington
Italy,90,75.0,Veneto
France,90,28.0,Burgundy
France,90,25.0,Burgundy
Italy,90,30.0,Northeastern Italy
US,90,50.0,California
Spain,90,51.0,Catalonia
US,90,38.0,California
US,90,23.0,Washington
US,90,30.0,Washington
US,90,85.0,California
Italy,90,22.0,Veneto
US,90,24.0,California
US,90,28.0,California
US,90,38.0,California
US,90,48.0,Washington
Spain,90,31.0,Northern Spain
US,90,56.0,California
US,90,65.0,California
US,90,36.0,California
US,90,24.0,California
Chile,83,25.0,Elqui Valley
US,83,19.0,California
Chile,83,16.0,Maule Valley
US,83,20.0,California
US,83,23.0,California
Chile,83,10.0,Curicó Valley
US,83,12.0,California
US,83,12.0,California
Chile,83,10.0,Bío Bío Valley
US,83,20.0,Oregon
France,83,13.0,France Other
Spain,83,15.0,Northern Spain
Chile,83,12.0,Central Valley
Chile,83,10.0,Central Valley
Spain,83,10.0,Northern Spain
France,83,11.0,Bordeaux
Italy,83,15.0,Sicily & Sardinia
Chile,83,18.0,Casablanca Valley
Chile,83,13.0,Casablanca Valley
Chile,83,9.0,Maule Valley
France,83,14.0,France Other
France,82,,Bordeaux
Spain,82,32.0,Northern Spain
Chile,82,16.0,Maule Valley
Chile,82,17.0,Bío Bío Valley
Chile,82,8.0,Colchagua Valley
US,82,25.0,California
France,82,14.0,France Other
France,82,14.0,Bordeaux
France,82,16.0,Bordeaux
France,93,65.0,Champagne
US,93,60.0,California
Argentina,93,32.0,Mendoza Province
Italy,93,130.0,Tuscany
Italy,93,67.0,Tuscany
Italy,93,60.0,Tuscany
Italy,93,60.0,Tuscany
France,93,,Bordeaux
France,93,,Bordeaux
Italy,93,90.0,Tuscany
US,93,90.0,California
Italy,93,160.0,Tuscany
Italy,93,65.0,Tuscany
Italy,93,125.0,Tuscany
France,93,,Champagne
Italy,93,259.0,Tuscany
US,93,75.0,California
Italy,93,140.0,Tuscany
US,86,25.0,Washington
Argentina,86,18.0,Mendoza Province
US,86,30.0,Oregon
Chile,86,13.0,Leyda Valley
US,86,32.0,Washington
US,86,18.0,Oregon
Italy,86,16.0,Northeastern Italy
US,86,16.0,Oregon
US,86,42.0,Washington
US,86,34.0,California
US,86,46.0,California
US,86,28.0,California
Italy,86,19.0,Northeastern Italy
France,86,17.0,Southwest France
US,86,32.0,California
France,86,9.0,Southwest France
France,86,,Loire Valley
Chile,86,17.0,Aconcagua Valley
US,86,30.0,California
US,86,40.0,California
US,86,24.0,California
US,86,28.0,California
Italy,86,19.0,Northeastern Italy
New Zealand,86,23.0,Wairau Valley
US,86,15.0,California
US,86,31.0,Washington
France,86,14.0,Beaujolais
Spain,86,8.0,Central Spain
US,86,35.0,California
France,86,17.0,Rhône Valley
Italy,86,25.0,Tuscany
Spain,86,13.0,Catalonia
Italy,86,28.0,Tuscany
US,86,29.0,California
US,86,15.0,Washington
Italy,86,30.0,Piedmont
Chile,86,12.0,Maule Valley
Spain,86,14.0,Catalonia
US,86,22.0,New York
France,86,14.0,Southwest France
France,86,15.0,Beaujolais
US,86,30.0,New York
US,86,21.0,New York
France,86,12.0,France Other
Chile,86,15.0,Maipo Valley
Austria,86,25.0,Österreichischer Sekt
US,86,34.0,California
Italy,86,32.0,Tuscany
Italy,86,20.0,Piedmont
Italy,86,27.0,Tuscany
Italy,86,14.0,Tuscany
Chile,86,10.0,Rapel Valley
Chile,86,10.0,Maule Valley
Italy,94,92.0,Northeastern Italy
Spain,93,50.0,Catalonia
US,93,65.0,California
Italy,93,80.0,Northeastern Italy
US,93,45.0,California
US,93,28.0,California
US,93,35.0,Washington
Italy,93,55.0,Sicily & Sardinia
Austria,93,28.0,Kremstal
US,93,30.0,Washington
US,93,43.0,Washington
France,93,90.0,Provence
Austria,93,,Kremstal
US,93,75.0,California
US,93,19.0,Washington
US,93,49.0,California
US,93,60.0,Washington
US,93,40.0,California
US,93,70.0,California
Austria,93,,Südsteiermark
Austria,93,32.0,Kremstal
Spain,93,55.0,Northern Spain
US,93,65.0,California
Austria,93,,Kamptal
Austria,93,40.0,Kremstal
Austria,93,,Kamptal
Austria,93,57.0,Kamptal
Italy,93,48.0,Northeastern Italy
US,93,100.0,California
US,93,60.0,California
US,90,35.0,Washington
US,90,36.0,Oregon
France,90,77.0,Champagne
US,90,35.0,Washington
US,90,19.0,California
US,90,32.0,California
Portugal,90,15.0,Portuguese Table Wine
Italy,90,16.0,Tuscany
Italy,90,15.0,Central Italy
US,90,55.0,Oregon
Chile,90,20.0,Colchagua Valley
US,90,50.0,California
US,90,55.0,California
US,90,45.0,California
US,90,80.0,California
US,90,56.0,California
Chile,90,21.0,Maule Valley
Australia,90,23.0,Victoria
US,90,18.0,Oregon
US,90,80.0,California
Germany,90,18.0,Mosel
Italy,90,45.0,Southern Italy
Italy,90,18.0,Tuscany
US,90,30.0,California
US,90,28.0,Oregon
Italy,90,,Southern Italy
US,90,45.0,California
US,90,70.0,Oregon
Spain,90,18.0,Northern Spain
US,90,29.0,Oregon
France,90,25.0,Provence
France,90,22.0,Provence
France,90,35.0,Provence
US,90,50.0,California
US,90,20.0,California
US,90,42.0,California
Spain,90,18.0,Northern Spain
France,90,21.0,Provence
France,90,24.0,Provence
France,90,15.0,Provence
France,90,20.0,Provence
US,90,26.0,California
US,90,95.0,California
Austria,90,14.0,Niederösterreich
US,90,185.0,California
US,90,30.0,California
Austria,90,21.0,Burgenland
US,90,29.0,California
Italy,90,16.0,Northeastern Italy
Austria,90,14.0,Burgenland
New Zealand,90,20.0,Marlborough
Austria,90,27.0,Wachau
Argentina,90,25.0,Mendoza Province
US,90,50.0,California
US,90,45.0,New York
Argentina,90,30.0,Mendoza Province
US,90,20.0,New York
Spain,90,30.0,Northern Spain
Italy,90,20.0,Northeastern Italy
US,90,24.0,California
France,90,20.0,Provence
US,90,25.0,New York
US,90,15.0,New York
Israel,90,13.0,Galilee
South Africa,90,20.0,Elgin
US,90,19.0,New York
Slovenia,90,25.0,Goriska Brda
Turkey,90,40.0,Ankara
Croatia,90,18.0,Istria
US,90,14.0,New York
France,90,25.0,Provence
France,90,22.0,Provence
New Zealand,90,20.0,Marlborough
Spain,90,31.0,Catalonia
US,90,18.0,California
Argentina,90,22.0,Mendoza Province
Argentina,90,35.0,Mendoza Province
Argentina,90,35.0,Mendoza Province
South Africa,90,22.0,Coastal Region
US,90,15.0,California
US,90,60.0,Washington
Italy,90,59.0,Southern Italy
US,90,55.0,California
Italy,90,31.0,Southern Italy
US,90,17.0,New York
France,90,25.0,Provence
New Zealand,90,28.0,Marlborough
Italy,90,27.0,Southern Italy
US,90,16.0,New York
Italy,90,19.0,Southern Italy
France,93,,Bordeaux
France,93,,Bordeaux
France,93,,Bordeaux
France,92,,Bordeaux
France,92,,Bordeaux
France,92,,Bordeaux
France,92,,Bordeaux
France,92,,Bordeaux
France,92,,Bordeaux
France,92,,Bordeaux
France,92,,Bordeaux
France,91,,Bordeaux
France,91,,Bordeaux
France,91,,Bordeaux
France,91,,Bordeaux
France,91,,Bordeaux
France,91,,Bordeaux
France,91,,Bordeaux
France,90,,Bordeaux
France,90,,Bordeaux
France,90,,Bordeaux
France,90,,Bordeaux
France,90,,Bordeaux
France,90,,Bordeaux
France,90,,Bordeaux
France,90,,Bordeaux
France,90,50.0,Bordeaux
France,90,,Bordeaux
France,89,,Bordeaux
US,83,17.0,California
Spain,83,20.0,Northern Spain
France,83,14.0,Bordeaux
France,83,13.0,Bordeaux
France,83,15.0,Bordeaux
Argentina,83,13.0,Mendoza Province
Argentina,83,13.0,Mendoza Province
France,83,20.0,Bordeaux
US,83,17.0,Washington
Argentina,83,12.0,Mendoza Province
Argentina,83,12.0,Mendoza Province
Spain,83,8.0,Central Spain
Spain,83,21.0,Northern Spain
US,83,15.0,California
US,85,12.0,California
Spain,85,11.0,Northern Spain
Argentina,85,14.0,Mendoza Province
Spain,85,12.0,Northern Spain
Italy,85,17.0,Central Italy
Italy,85,23.0,Sicily & Sardinia
Australia,85,15.0,South Australia
US,85,16.0,New York
Italy,85,20.0,Central Italy
US,85,16.0,California
Spain,85,14.0,Northern Spain
US,85,13.0,New York
US,85,16.0,New York
US,85,14.0,New York
Italy,85,,Sicily & Sardinia
France,85,10.0,Bordeaux
Italy,85,10.0,Sicily & Sardinia
France,85,,Loire Valley
US,85,11.0,New York
US,85,10.0,California
Portugal,85,90.0,Port
US,85,60.0,California
US,85,30.0,California
Argentina,85,16.0,Mendoza Province
France,93,,Champagne
France,93,100.0,Champagne
France,93,,Champagne
France,93,300.0,Champagne
France,93,100.0,Champagne
France,93,,Champagne
US,92,75.0,California
US,92,28.0,California
France,92,70.0,Champagne
US,92,86.0,California
US,92,28.0,Washington
US,92,18.0,Washington
France,92,84.0,Champagne
US,92,75.0,California
US,92,32.0,Washington
France,92,,Champagne
US,92,50.0,California
US,92,40.0,California
France,89,24.0,Bordeaux
Italy,89,,Tuscany
Australia,89,17.0,South Australia
France,89,38.0,Bordeaux
US,89,20.0,California
US,89,65.0,Oregon
Italy,89,18.0,Tuscany
US,89,32.0,Oregon
Italy,89,24.0,Tuscany
US,89,26.0,California
Australia,89,30.0,South Australia
US,89,39.0,California
Australia,89,39.0,South Australia
US,89,50.0,Virginia
France,89,23.0,Bordeaux
France,89,14.0,Alsace
Italy,89,50.0,Tuscany
Italy,89,14.0,Tuscany
Italy,89,28.0,Tuscany
Italy,89,90.0,Tuscany
Italy,89,20.0,Tuscany
Italy,89,30.0,Tuscany
France,89,27.0,Alsace
US,89,18.0,California
Italy,89,23.0,Tuscany
US,89,22.0,California
Italy,89,17.0,Tuscany
Italy,89,75.0,Tuscany
France,89,20.0,Alsace
US,89,18.0,America
Greece,87,35.0,Krania Olympus
Greece,87,18.0,Santorini
Greece,87,25.0,Greece
Italy,87,32.0,Piedmont
US,87,14.0,New York
US,87,35.0,Washington
US,87,65.0,California
Chile,87,17.0,Colchagua Valley
US,87,24.0,California
US,87,24.0,California
Greece,87,28.0,Peloponnese
US,87,37.0,New York
US,87,30.0,Washington
France,87,,Loire Valley
US,87,15.0,California
US,87,35.0,Washington
Italy,87,,Piedmont
US,87,20.0,California
US,87,40.0,California
France,87,,Loire Valley
US,87,15.0,Washington
Italy,87,63.0,Piedmont
Chile,87,22.0,Casablanca Valley
France,87,19.0,Loire Valley
France,87,25.0,Bordeaux
US,87,20.0,California
US,87,35.0,California
France,87,40.0,Bordeaux
France,87,20.0,Loire Valley
Slovenia,87,11.0,Štajerska
US,87,46.0,California
Italy,87,19.0,Tuscany
Canada,87,32.0,British Columbia
Turkey,87,15.0,Turkey
Italy,87,48.0,Tuscany
US,87,10.0,Washington
US,87,52.0,California
Italy,87,58.0,Tuscany
US,87,25.0,California
France,87,24.0,Loire Valley
France,87,30.0,Loire Valley
France,87,20.0,Loire Valley
Turkey,87,15.0,Ankara
US,87,14.0,New York
France,87,55.0,Burgundy
US,87,16.0,California
Italy,87,50.0,Tuscany
US,87,38.0,California
US,87,8.0,California
Italy,87,30.0,Tuscany
US,87,42.0,California
Italy,87,,Tuscany
Italy,87,40.0,Tuscany
Italy,87,29.0,Tuscany
Italy,87,21.0,Tuscany
Spain,87,20.0,Northern Spain
US,87,14.0,California
US,87,26.0,California
US,88,45.0,Oregon
US,88,17.0,Oregon
France,88,23.0,Alsace
Italy,88,35.0,Tuscany
Italy,88,22.0,Tuscany
Italy,88,50.0,Tuscany
US,88,23.0,Oregon
Australia,88,20.0,South Australia
US,88,70.0,California
Italy,88,40.0,Tuscany
Italy,88,12.0,Tuscany
Italy,88,15.0,Tuscany
US,88,28.0,Oregon
Italy,88,36.0,Tuscany
Italy,88,70.0,Tuscany
France,88,,Bordeaux
France,88,18.0,Bordeaux
France,88,20.0,Bordeaux
France,88,20.0,Bordeaux
France,88,,Bordeaux
France,88,25.0,Bordeaux
France,88,28.0,Bordeaux
US,88,13.0,California
Italy,88,50.0,Tuscany
US,88,10.0,California
France,88,19.0,Alsace
France,88,27.0,Alsace
France,88,13.0,Alsace
US,88,24.0,California
Italy,88,48.0,Tuscany
France,87,9.0,Loire Valley
Portugal,87,12.0,Douro
Italy,87,15.0,Northeastern Italy
France,87,18.0,Loire Valley
France,87,20.0,Loire Valley
Italy,87,18.0,Northeastern Italy
France,87,16.0,Loire Valley
France,87,17.0,Loire Valley
France,87,30.0,Loire Valley
Uruguay,87,60.0,Juanico
Italy,87,13.0,Veneto
Portugal,87,9.0,Tejo
US,87,14.0,Oregon
US,87,59.0,Oregon
Spain,87,35.0,Catalonia
US,87,25.0,California
US,87,55.0,California
US,87,45.0,California
Italy,87,15.0,Northeastern Italy
Italy,87,13.0,Northeastern Italy
Spain,87,10.0,Catalonia
Australia,87,21.0,Western Australia
Portugal,87,12.0,Lisboa
Portugal,87,13.0,Lisboa
Portugal,87,30.0,Douro
US,87,24.0,Oregon
US,87,22.0,California
US,87,34.0,California
US,87,17.0,California
Spain,87,16.0,Catalonia
England,91,50.0,England
US,91,38.0,California
US,91,42.0,California
England,91,65.0,England
US,91,110.0,California
France,91,17.0,Loire Valley
France,91,60.0,Loire Valley
Italy,91,13.0,Veneto
France,91,20.0,Alsace
France,91,19.0,Alsace
France,91,25.0,Alsace
France,91,20.0,Alsace
US,91,60.0,California
Italy,91,25.0,Veneto
US,91,39.0,California
US,91,35.0,California
US,91,32.0,Oregon
US,91,32.0,California
France,91,29.0,Alsace
France,91,30.0,Alsace
US,91,42.0,California
France,91,30.0,Alsace
US,91,60.0,California
France,91,65.0,Champagne
US,91,19.0,Oregon
US,91,28.0,Oregon
France,91,42.0,Champagne
Spain,91,26.0,Catalonia
Italy,91,20.0,Veneto
Italy,91,13.0,Northeastern Italy
France,86,15.0,Rhône Valley
Italy,86,,Southern Italy
US,86,48.0,New York
US,86,40.0,California
Italy,86,32.0,Southern Italy
Spain,86,11.0,Levante
Italy,86,18.0,Southern Italy
Italy,86,13.0,Southern Italy
Italy,86,10.0,Southern Italy
Italy,86,32.0,Southern Italy
Spain,86,13.0,Northern Spain
Spain,86,16.0,Northern Spain
US,86,35.0,New York
Italy,86,20.0,Southern Italy
US,86,20.0,Oregon
Italy,86,11.0,Southern Italy
US,86,50.0,California
US,86,24.0,California
US,86,11.0,California
Australia,86,20.0,Western Australia
US,86,40.0,Missouri
Italy,86,16.0,Southern Italy
Italy,86,18.0,Southern Italy
Spain,86,22.0,Catalonia
US,86,120.0,California
US,86,45.0,California
Italy,86,20.0,Southern Italy
Italy,86,19.0,Southern Italy
Italy,86,17.0,Southern Italy
US,86,16.0,Oregon
Spain,90,23.0,Northern Spain
US,90,12.0,Washington
Spain,90,36.0,Catalonia
Spain,90,22.0,Northern Spain
Italy,90,30.0,Tuscany
Italy,90,15.0,Tuscany
US,90,60.0,California
US,90,45.0,Washington
Italy,90,30.0,Tuscany
Italy,90,20.0,Tuscany
US,90,45.0,Washington
US,90,20.0,New York
US,90,20.0,New York
US,90,65.0,California
France,90,37.0,Champagne
US,90,40.0,Washington
Italy,90,40.0,Tuscany
Austria,90,19.0,Wagram
Italy,90,25.0,Tuscany
US,90,22.0,New York
Spain,90,27.0,Northern Spain
US,90,20.0,New York
US,90,27.0,Washington
France,90,13.0,Rhône Valley
US,90,40.0,Washington
Spain,90,25.0,Galicia
US,90,50.0,Washington
Israel,90,12.0,Galilee
US,90,46.0,California
Italy,90,28.0,Tuscany
Italy,88,21.0,Tuscany
Italy,88,18.0,Tuscany
Spain,88,14.0,Northern Spain
France,88,24.0,Beaujolais
Spain,88,15.0,Catalonia
US,88,18.0,California
Italy,88,28.0,Tuscany
US,88,,Washington
Austria,88,30.0,Österreichischer Sekt
US,88,28.0,Washington
Italy,88,23.0,Tuscany
US,88,35.0,Washington
Italy,88,22.0,Tuscany
France,88,30.0,Beaujolais
US,88,36.0,California
US,88,27.0,Washington
US,88,21.0,Washington
US,88,36.0,Washington
US,88,20.0,Washington
Italy,88,15.0,Tuscany
US,88,27.0,California
US,88,18.0,Washington
US,88,18.0,Washington
US,88,14.0,Washington
US,88,50.0,Washington
Italy,88,,Tuscany
US,88,12.0,Washington
Italy,88,,Tuscany
US,88,75.0,California
France,88,,France Other
France,87,25.0,Beaujolais
Italy,87,,Veneto
US,87,24.0,Oregon
France,87,57.0,Champagne
Portugal,87,16.0,Tejo
France,87,40.0,Champagne
Spain,86,11.0,Levante
Portugal,86,,Port
Spain,86,11.0,Northern Spain
France,86,16.0,Beaujolais
Australia,86,20.0,South Australia
Portugal,86,,Port
Italy,86,16.0,Veneto
France,86,51.0,Champagne
France,86,65.0,Champagne
France,86,45.0,Champagne
US,86,18.0,Oregon
Portugal,86,10.0,Tejo
